id,designation,quantite,prix_achat,prix_vente,kg,valeur_cost,valeur_sale
5137,تعمرة ملح بلاستيك,0,100,125,,0,0
5138,RUBI 2EME 1.2m مكينة زليج الومنيوم,1,1650,2062.5,,1650,2062.5
5139,SHIJING سيبور ليزر,13,150,93.75,,1950,1218.75
5140,SHIJING برة فنطوز ممتازة,2,4250,5312.5,,8500,10625
5141,SHIJING 1.2m مكينة منشار ممتازة,1,7300,9125,,7300,9125
5142,SHIJING 1.6m مكينة منشار ممتازة,1,9300,11625,,9300,11625
5143,TOTAL 800W ديكاجور,2,620,775,,1240,1550
5144,CANO ZETE كانون,8,75,93.75,,600,750
5145,رولو فيبر كلاس,0,400,850,,0,0
5146,CRIC ROULEUR 3TONNES كريك,0,742.5,928.13,,0,0
5147,EUROTEX impermeable atlas blanco fib 14L,4,450,562.5,,1800,2250
5148,collier a tube 50,0,6,7.5,,0,0
5149,TUPO EXTRA [50m] 9 رولو كرجوطة ممتازة,0,40,50,,0,0
5150,1.2m سرجوان حديد,33,24,30,,792,990
5151,1m سرجوان حديد,21,21,26.25,,441,551.25
5152,بنس حديد,0,20,25,,0,0
5153,كولية بجوان 40,156,4.1,5.13,,639.5999999999999,800.28
5154,SERRURE INTELLIGENTEV (WD07P),12,780,812.5,,9360,9750
5155,SERRURE INTELLIGENTEV (WD04),0,690,718.75,,0,0
5156,SERRURE INTELLIGENTEV (WD24),0,780,812.5,,0,0
5157,SERRURE INTELLIGENTEV (WD12),1,900,937.5,,900,937.5
5158,SERRURE INTELLIGENTE (WD10P),1,1550,1614.59,,1550,1614.59
5159,SERRURE INTELLIGENTEV (WD20P),1,1550,1614.59,,1550,1614.59
5160,SERRURE INTELLIGENTEV (WD21P),0,960,1000,,0,0
5161,ACCESOIRES SERRURE (SUPP5050),0,0,0,,0,0
5162,ACCESOIRES SERRURE (SUPP6068),0,0,0,,0,0
5163,24mm مكينة تقطيع زرقاء,1,1000,1250,,1000,1250
5164,فشفاشة عادية,92,8,10,,736,920
5165,12mm متر كابلي بوجي كحل,214,15,18.75,,3210,4012.5
5166,safotage,0,200,250,,0,0
5167,14mm متر كابلي بوجي كحل,200,20,25,,4000,5000
5168,MIROIR CONVEXE 60cm,4,350,437.5,,1400,1750
5169,28mm مكينة تقطيع زرقاء,1,1400,1750,,1400,1750
5170,PANNEAU CAUTION,5,50,62.5,,250,312.5
5171,كيلو بكيط نحاس,0,135,175,,0,0
5172,5kg كولا فلمبو,0,140,175,,0,0
5173,شوفي ميطاليك 8,0,0.12,0.15,,0,0
5174,metre mupro 27/18,0,25,31.25,,0,0
5175,مترفلكسبل الومنيوم  110 (5m),0,26,32.5,,0,0
5176,ISOLBOX 25 1.8 M,0,288,360,,0,0
5177,METRE TUBE PPR FIRAT 20 متر طوبو,68,7,8.75,,476,595
5178,BASILA 35 بروكة دهبية,98,85,0,,8330,0
5179,seau de graisse 20kg سطل كراسى,0,0,0,,0,0
5180,BOSCH PROFESSIONNEL 600-15 METRE TENSION,0,1607.83,2009.79,,0,0
5181,SAUTEUSE BOSCH GST 700 PROFESSIONAL,0,0,0,,0,0
5182,LAME SAUTEUSE 1PCS,0,0,0,,0,0
5183,MECHE A BETON BOSCH 08 بروكة بيطون,0,0,0,,0,0
5184,MECHE A BETON BOSCH 10 بروكة بيطون,0,0,0,,0,0
5185,MECHE A BETON BOSCH 12 بروكة بيطون,0,0,0,,0,0
5186,MECHE A BETON BOSCH 14 بروكة بيطون,0,0,0,,0,0
5187,MECHE A BETON BOSCH 16 بروكة بيطون,0,0,0,,0,0
5188,BURIN POINT POUR MARTEAU PIQUER GSH 16-28 مكدي ديكاجور,0,0,0,,0,0
5189,TIGE 16 تيج,0,0,0,,0,0
5190,BETTA XB525 متر,0,33,41.25,,0,0
5191,ECROU TH RONDELLE M 16,0,0,0,,0,0
5192,CLAVITTE TIGE 16,0,0,0,,0,0
5193,PVC TIGE 20,0,0,0,,0,0
5194,MARTEAU PIQUER BOSCH 16-28,0,0,0,,0,0
5195,COUDE ROBINET 25,0,0,0,,0,0
5196,POMPE IMMERGEE PUITS 120M PROFONDEUR 3CHV AVEC ACCESSOIRE,0,0,0,,0,0
5197,METRE TUBE POLYTHELENE 1ER 40 متر طوبو بولتيلان,0,0,0,,0,0
5198,METRE TUBE POLYTHELENE 1ER 40 متر طوبو بولتيلان,0,0,0,,0,0
5199,TOLE DE ZINC 3.5M,0,0,0,,0,0
5200,BETTA 10M متر,0,0,0,,0,0
5201,SAC PEINTURE DE TRASSAGE,0,0,0,,0,0
5202,TUPO EXTRA [50m] (5149) 9 متر كرجوطة ممتازة,200,0.8,1,,160,200
5203,رولو زفت danosa polydan3.5 50/gp elast vert jardin 8m,0,604,755,,0,0
5204,300 طوبو عادي pvc,0,0,0,,0,0
5205,260 طوبو عادي pvc,0,0,0,,0,0
5206,كود مفتوح 250,2,290,0,,580,0
5207,INGELEC شوفي  10 (1pcs),0,0.13,0.17,,0,0
5208,ABLAGO 25mm ديسك كرانيت صغير,2,70,87.5,,140,175
5209,LAP  (1PCS) شوفي 10 (50pcs),1097,0.14,8.5,,153.58,9324.5
5210,LAP  (1PCS) شوفي 12 (50pcs),736,0.18,11.5,,132.48,8464
5211,(2737) (100pcs) بكية شوفي امباز,0,28,35,,0,0
5212,LAP شوفي 8 (1pcs) (3785),0,0.07,0.09,,0,0
5213,LAP شوفي 10 (1pcs) (5209),0,0.14,0.18,,0,0
5214,LAP شوفي 12 (1pcs) (5210),50,0.18,0.23,,9,11.5
5215,بروكة مرمو بوش ممتازة 6,36,35.9,0,,1292.3999999999999,0
5216,ISOLBOX TYEP 25 (1.80),0,288,360,,0,0
5217,FIRAT كود مشدود 20,0,1.7,2.13,,0,0
5218,FIRAT كود مفتوح 20,0,2.2,2.75,,0,0
5219,FIRAT مانشو 20,0,1.5,1.88,,0,0
5220,FIRAT طي 20,0,2.2,2.75,,0,0
5221,FIRAT 20*1/2 طي,0,14.2,17.75,,0,0
5222,FIRAT 20*1/2 كود,0,13.5,16.88,,0,0
5223,FIRAT 20 صالطو,0,4.5,5.63,,0,0
5224,FIRAT 20 فانا,0,90,112.5,,0,0
5225,PVC DIMA طوبو 100,0,0,0,,0,0
5226,PVC DIMA طوبو 50,0,58.5,73.13,,0,0
5227,DIMA PVC 50 كود مفتوح,120,2.25,0,,270,0
5228,DIMA PVC 50 كيلوط,80,3.89,5.63,,311.2,450.4
5229,DIMA PVC 50 كود مشدود,0,4.5,3.13,,0,0
5230,DIMA PVC 100*50 ريديكسيون,0,7.5,0,,0,0
5231,DIMA PVC 100 كيلوط,3,13.55,0,,40.650000000000006,0
5232,DIMA PVC 100 كود مفتوح,0,7.5,0,,0,0
5233,DIMA PVC 100 كود مشدود,0,9.5,0,,0,0
5234,DIMA PVC 1/2 بوشون,0,0,5,,0,0
5235,كالي اسود 20 kg,0,65,81.25,,0,0
5236,POTEAU بوطو زرب,0,300,375,,0,0
5237,FIRAT COLLIER 40,0,4.5,5.63,,0,0
5238,كيلو حديد 20,0,9.1,11.63,,0,0
5239,ISOLBOX TYEP 30 (1.96),0,313.6,392,,0,0
5240,ISOLBOX TYEP 30 (1.5),0,240,300,,0,0
5241,extra طوبو 100,0,90,112.5,,0,0
5242,orange فنطوزة ريح,1,100,200,,100,200
5243,ديسكو كرانيط 125 ملم,62,60,75,,3720,4650
5244,collier 200,0,18,22.5,,0,0
5245,aqua stop scuba kerakoll 25kg,97,422.69,0,,41000.93,0
5248,فيس + شوفي ميطالindex 12* 100,0,5.5,6.92,,0,0
5249,extra 100 متر طوبو,0,30,300,,0,0
5250,PVC DIMA 50 متر طوبو,0,19.5,125,,0,0
5251,EUROTEX BERNIZ SEULOS DISL برنيز,4,300,0,0,1200,0
5252,ركاب اسود مثلث,2,15,80.64,55,30,161.28
5253,china ركاب انوكس,1,80,0,,80,0
5254,LION KING ديسكو حديد,64,10.8,0,,691.2,0
5255,"DINGI 3"" كوشية يد لوح",201,7,0,,1407,0
5256,متر زرب اسود فلاحة 2 متر,0,6.7,0,,0,0
5257,ABLAGO 45-65mm بروكة شيفون سوداء,0,230,0,,0,0
5258,ABLAGO 20 بروكة كرانيت سوداء,0,210,0,,0,0
5259,POTEAU GRILLAGE VERT 200*50MM بوطو,0,550,0,,0,0
5260,metre tube orange (6m) 315 متر طوبو,18,275,0,,4950,0
5261,بوطرين خاوي 5.4 متر,0,216,0,,0,0
5262,واردي 15,0,4.8,0,,0,0
5263,بكيط زليج مدور دهبي,99,22,0,,2178,0
5264,,0,570,0,,0,0
5265,SIKA MONOTOP 411RM,0,400,0,,0,0
5266,,0,105,0,,0,0
5267,,0,5,0,,0,0
5268,,0,950,0,,0,0
5269,INGELEC 10  شوفي,0,0.13,0,,0,0
5270,كرياج 2 متر (25m2),0,960,0,,0,0
5271,متر كرياج 2 متر (50m),0,19.2,0,,0,0
5272,ISOLBOX 30 1M,-18,160,0,,-2880,0
5273,ISOLBOX 25 1M,0,160,0,,0,0
5274,ISOLBOX 35 1M,0,360,0,,0,0
5275,MORTECOL JUNTA ANCHA 1327,1,132,0,,132,0
5276,MORTECOL JUNTA ANCHA 1385,1,132,0,,132,0
5277,بروكة بيطون بوش 26*400/450 sds plus 5x,0,0,0,,0,0
5278,VERNILUX 1L,37,145,0,,5365,0
5279,colla transparent 750ml كولا زيت,0,60,0,,0,0
5280,DIMA TUBE 40 كود مشدود,0,2,0,,0,0
5281,DIMA TUBE 110 كود مفتوح,0,8.5,0,,0,0
5282,FABRIC MEMB.IMPERM (30m²) متر فيبرا خضراء,140,91.14,0,,12759.6,0
5283,TRITONE شكوتش ابيض,721,5,0,,3605,0
5284,BOSCH 6*210mm (2608706877) بروكة بيطون,18,22.02,0,,396.36,0
5285,BOSCH 8*160mm (2608706891) بروكة بيطون,19,20.24,0,,384.55999999999995,0
5286,BOSCH 8*210mm بروكة بيطون (2608706892),18,23.14,0,,416.52,0
5287,BOSCH 8*260mm بروكة بيطون (2608706893),20,26.69,0,,533.8000000000001,0
5288,BOSCH 10*210mm بروكة بيطون (2608706903),20,24.91,0,,498.2,0
5289,BOSCH 10*260mm بروكة بيطون (2608706904),19,29.7,0,,564.3,0
5290,BOSCH 10*460mm بروكة بيطون (2608706907),19,54.72,0,,1039.68,0
5291,BOSCH 12*260mm بروكة بيطون (2608706914),19,35.6,0,,676.4,0
5292,BOSCH 16*310mm بروكة بيطون (2608706936),10,50.04,0,,500.4,0
5293,BOSCH 6*160mm بروكة بيطون (2608833892),17,21.51,0,,365.67,0
5294,BOSCH 8*160mm بروكة بيطون (2608833899),20,22.19,0,,443.8,0
5295,BOSCH 10*160mm بروكة بيطون (2608833902),20,24.52,0,,490.4,0
5296,BOSCH 10*260mm بروكة بيطون (2608833904),20,32.02,0,,640.4000000000001,0
5297,BOSCH 12*160mm بروكة بيطون (2608833905),20,32.88,0,,657.6,0
5298,BOSCH 12*260mm بروكة بيطون (2608833907),10,39.6,0,,396,0
5299,BOSCH 22*450mm بروكة بيطون (2608836645),2,208.52,0,,417.04,0
5300,BOSCH 26*450mm بروكة بيطون (2608836652),2,245.95,0,,491.9,0
5301,BOSCH 10*160mm بروكة بيطون (2608706902),18,22.38,0,,402.84,0
5302,BOSCH GBH220 شينيور هيلتي,0,827.37,0,,0,0
5303,NOVOLAC FORJA GRIS صباغة حديدفورخا,6,65,0,,390,0
5304,KIT ACABADO TRSP 6KG خشب,0,720,0,,0,0
5305,LAP (1PCS) (5307) مسمار كابلي,300,0.08,0,,24,0
5306,LAP طابلو,0,66,0,,0,0
5307,LAP (100PCS) (1PCS) مسمار كابلي,207,0.08,0,,16.56,0
5308,برويطة حمراء,28,310,0,,8680,0
5309,راس ضوء سبوطة,57,1.3,0,,74.10000000000001,0
5310,PIGEON بروكة 5 حديد,8,2.7,0,,21.6,0
5311,FABRIC MEMB.IMPERM (1m²) (Ref N°5282) فيبرا خضراء,0,100.5,0,,0,0
5312,CANIVEAU RAENA 9X20 شيفون اسود,20,170,0,,3400,0
5313,CANIVEAU RAVENA 7X20CM شيفون مخطط (SD7028-20),19,100,0,,1900,0
5314,CANIVEAU RAVENA 7X30CM شيفون مخطط (SD7028-30),18,120,0,,2160,0
5315,CANIVEAU RAENA 9X40 شيفون اسود,10,255,0,,2550,0
5316,CANIVEAU RAENA 9X80 شيفون اسود,8,550,0,,4400,0
5317,CANIVEAU RAENA 9X40 شيفون دهبي,5,255,0,,1275,0
5318,CANIVEAU RAENA 9X80 شيفون دهبي,4,550,0,,2200,0
5319,GLOVER 50*40 لافابو كرومي +TROU GLOVER,6,370,0,,2220,0
5320,GLOVER 50*40 لافابو اسود +TROU GLOVER,1,420,0,,420,0
5321,VEMEX 50*40 لافابو اسود SANS TROU GLOVER,11,420,0,,4620,0
5322,GLOVER 50*40 لافابو كرومي SANS TROU GLOVER,11,370,0,,4070,0
5323,حديدا بامبا,2,450,0,,900,0
5324,PEGOLAND  MORCEMSEC BLANCO,0,38.4,0,,0,0
5325,WORKSITE بكية طورنوفيس,24,75,0,,1800,0
5326,WORKSITE (8) لقاط البناء,21,26,0,,546,0
5327,WORKSITE (10) لقاط البناء,24,41,0,,984,0
5328,WORKSITE (9) لقاط البناء,25,32,0,,800,0
5329,WORKSITE فردي سيليكون,18,19,0,,342,0
5330,WORKSITE (8)  لقاط البناء راس كبير,24,36,0,,864,0
5331,WORKSITE 20V خلاط,6,1050,0,,6300,0
5332,WORKSITE ديكاجور,3,1300,0,,3900,0
5333,لاجور 6 ciramica,9298,1.3,0,,12087.4,0
5334,160X450MM بروكة صفراء,4,540,0,,2160,0
5335,120X450MM بروكة صفراء,3,390,0,,1170,0
5336,102X450MM بروكة صفراء,4,340,0,,1360,0
5337,83X450MM بروكة صفراء,3,320,0,,960,0
5338,140X450MM بروكة صفراء,4,490,0,,1960,0
5339,ATLAS ITRY LAC 20KG,0,560,0,,0,0
5340,Silicone aqrilique siliconizer,0,15,0,,0,0
5341,Silicone 1001,0,24,0,,0,0
5342,متر كابلي نحاس 28,0,45,0,,0,0
5343,ROC TOOLS 8*160 بروكة بيطون,13,21,0,,273,0
5344,ROC TOOLS 14*260 بروكة بيطون,19,51,0,,969,0
5345,ROC TOOLS 10*160 بروكة بيطون,19,27,0,,513,0
5346,ROC TOOLS 16*460 بروكة بيطون,10,90,0,,900,0
5347,ROC TOOLS 24*350 بروكة بيطون,9,198,0,,1782,0
5348,ROC TOOLS 18*450 بروكة بيطون,5,102,0,,510,0
5349,ROC TOOLS 12*210 بروكة بيطون,18,33,0,,594,0
5350,ROC TOOLS 12*260 بروكة بيطون,21,39,0,,819,0
5351,ROC TOOLS 20*450 بروكة بيطون,9,117,0,,1053,0
5352,ROC TOOLS 8*260 بروكة بيطون,18,27,0,,486,0
5353,ROC TOOLS 16*260 بروكة بيطون,10,69,0,,690,0
5354,ROC TOOLS 10*260 بروكة بيطون,20,24,0,,480,0
5355,CAT 720W لامون,1,200,0,,200,0
5356,10X80  (1PCS) مسمار ساروت طفرون (100PCS),598,1.39,0,,831.2199999999999,0
5357,10x120 (1PCS) مسمار ساروت طفرون (75PCS),453,2.69,0,,1218.57,0
5358,8x60 (1PCS) مسمار ساروت طفرون (200PCS),1156,0.26,0,,300.56,0
5359,8x60  مسمار ساروت طفرون (1PCS) (5358),0,0.26,0,,0,0
5360,10x120 مسمار ساروت طفرون (1PCS) (5357),0,2.69,0,,0,0
5361,10x80  مسمار ساروت طفرون (1PCS) (5356),0,1.39,0,,0,0
5362,OLIVE FOAM 750ML سبوما,0,53,0,,0,0
5363,MORTECOL JUNTA ANCHA PS,0,0,0,,0,0
5364,MORTECOL JUNTA 5KG 21,21,94,0,,1974,0
5365,prise tv cappucino,0,0,0,,0,0
5366,MORTECOL JUNTA 5KG 31,16,94,0,,1504,0
5367,لاجور 8 cirameca,4824,1.7,0,,8200.8,0
5368,MORTECOL JUNTA ANCHA PS 68,3,132,0,,396,0
5369,,0,400,0,,0,0
5370,MORTECOL JUNTA ANCHA PS 65,5,132,0,,660,0
5371,MORTECOL JUNTA ANCHA PS 1308,5,132,0,,660,0
5372,MORTECOL JUNTA ANCHA PS 72,5,132,0,,660,0
5373,QUARTZ 1001 سيليكون,0,24,0,,0,0
5374,,0,0,0,,0,0
5376,ATTA CADRE SPOT WHITE كادر سبوطة,62,4.8,0,,297.59999999999997,0
5377,ATTA CADRE SPOT WH+BK كادر سبوطة اسود وابيض,201,4.8,0,,964.8,0
5378,ATTA CADRE SPOT WH+GL كادر سبوطة دهبي و ابيض,200,4.8,0,,960,0
5379,ATTA CADRE SPOT WH+GL كادر سبوطة دهبي واسود,201,4.8,0,,964.8,0
5380,ATTA CADRE SPOT CRISTAL كادر سبوطة كريستال ابيض,83,8,0,,664,0
5381,GTS 15X2.5M كروا,0,550,0,,0,0
5382,1m فرشي ابيض,0,30,0,,0,0
5383,JADEVER 40 سباط,5,224.25,0,,1121.25,0
5384,INGCO TALOCHEUSE 6.5HP 78KG مروحة هواء,1,6708.75,0,,6708.75,0
5385,شكارة كرانيطو اطلس 2/1 50 كيلو,0,28,0,,0,0
5386,بوجعد رقيق,0,0,0,,0,0
5387,بوجعد غليض,0,0,0,,0,0
5388,بوجعد 2,0,0,0,,0,0
5389,بوجعد 1,0,0,0,,0,0
5390,VULCAN 125MM ديسكو زليج,7,90,0,,630,0
5391,VULCAN 115MM ديسكو زليج,1,78,0,,78,0
5392,NORTON CLIPPER 450 BETTON ديسكو منشار,1,2640,0,,2640,0
5393,NORTON CLIPPER 500 BETTON ديسكو منشار,1,2133.12,0,,2133.12,0
5394,HERZO سيبور لامون الحك صغيرة,11,400,0,,4400,0
5395,HERZO سيبور لامون الحك كبيرة,1,550,0,,550,0
5396,شطابة جير يد اسود,129,9.5,0,,1225.5,0
5397,HERZO سيبور لامون تقطيع,1,550,0,,550,0
5398,MONOCAPA CAPER GRUESSA,0,62.5,0,,0,0
5399,DIMA PVC 50*40 ريديكسيون,135,1.6,0,,216,0
5400,DIMA PVC 40 كود مفتوح,230,1.5,0,,345,0
5401,DIMA PVC 40 كود مشدود,193,1.5,0,,289.5,0
5402,DIMA PVC 40 كيلوط,136,2.45,0,,333.20000000000005,0
5403,DIMA PVC 75 كود مفتوح,67,5.85,0,,391.95,0
5404,DIMA PVC 75 كود مشدود,46,5.85,0,,269.09999999999997,0
5405,DIMA PVC 75 كيلوط,22,7.55,0,,166.1,0
5406,DIMA PVC 100 كود مفتوح,87,5.95,0,,517.65,0
5407,DIMA PVC 110 كود مشدود,44,10.6,0,,466.4,0
5408,DIMA PVC 110 كود مفتوح,70,7.2,0,,504,0
5409,DIMA PVC 110 كيلوط,20,15.75,0,,315,0
5410,DIMA PVC 110 طي,30,13.5,0,,405,0
5411,DIMA PVC 160 كود مشدود,7,25.65,0,,179.54999999999998,0
5412,DIMA PVC 160 كود مفتوح,19,25.65,0,,487.34999999999997,0
5413,DIMA PVC 160 طي,10,49.3,0,,493,0
5414,DIMA PVC 160 كيلوط,7,49.9,0,,349.3,0
5415,MBH 180 ديسك زليج اسود,0,300,0,,0,0
5416,ISOLBOX TYES 30 (2.3m),0,368,0,,0,0
5417,ISOLBOX TYES 30 (1.1m),0,176,0,,0,0
5418,ISOLBOX TYES 30 (3.3m),0,528,0,,0,0
5419,INGCO PERCEUSE 20V 400NM 2BATT فيسوس,5,899.25,0,,4496.25,0
5421,CAT 800W شينيور SDS DX2140,28,790,0,,22120,0
5422,MATICA 3.5 بكيط سودور (1PCS) (240pcs),480,0.56,0,,268.8,0
5423,MATICA 2.5 بكيط سودور (1PCS) (200pcs),600,0.45,0,,270,0
5424,MATICA 2.5 بكيط سودور (1PCS) (5423),0,0.45,0,,0,0
5425,MATICA 3.5 بكيط سودور (1PCS),0,0.56,0,,0,0
5426,كولا epoxy universal,0,340,0,,0,0
5427,GENERAL KS55 كولا زيت,177,142,0,,25134,0
5428,GENERAL KS55 كولا شحمة,179,142,0,,25418,0
5429,متر توفنى detail,0,130,0,,0,0
5430,epoxy beige كولا,63,340,0,,21420,0
5431,lazurde عود لوح,35,6.5,0,,227.5,0
5432,SAVONA كريفو,24,32,0,,768,0
5433,TIGE 10 INOX,0,39,0,,0,0
5434,CROU INOX 10,0,1,0,,0,0
5435,SHIJING فيبراسيون صغير,19,680,0,,12920,0
5436,VIKTA TOP فيبرور احمر,4,540,0,,2160,0
5437,VELAR بالة,356,28,0,,9968,0
5438,colorado برامل,0,581.48,0,,0,0
5439,روند 2 سنتيم FRATELLE ABRASIF 100,2,370,0,,740,0
5440,روند 2 سنتيم FRATELLE ABRASIF 75,7,150,0,,1050,0
5441,LED هبلو حركة,24,50,0,,1200,0
5442,LED 3 STYLES هبلو عادي,5,35,0,,175,0
5443,TIGE FILETEE A2 INOX 10,0,39,0,,0,0
5444,ECROUS H INOX A2 DIAM 10,0,1,0,,0,0
5445,PANEL 36W ENCASTRE,45,33,0,,1485,0
5446,PANEL 36W APPARENT,17,33,0,,561,0
5447,E14 مصباح ترية,200,3.8,0,,760,0
5448,V-TAC 80m3/h نظام التهوية,7,100,0,,700,0
5449,لاجور 12 ciramica,1633,2.7,0,,4409.1,0
5450,ليد دهبي منقط (1m),59,5.5,0,,324.5,0
5451,ليد ابيض منقط (1m),300,5.5,0,,1650,0
5452,ليد ابيض مكمول (1m),100,8.5,0,,850,0
5453,ليد دهبي مكمول (1m),0,8.5,0,,0,0
5454,برويطة حمراء رجل اخضر,28,400,0,,11200,0
5455,تعمرة حجر 60 مربع,60,33,0,,1980,0
5456,(20*20)(5*3.5) شبكة الارض,0,153,0,,0,0
5457,سبيراطورBOSCH 1100W 15L 15PCS,2,1609.27,0,,3218.54,0
5458,POLYDAN 180/30 M2,0,47.2,0,,0,0
5459,POLYDAN 180/40 M2,0,49.6,0,,0,0
5460,MAXDAN 25KG,0,345,0,,0,0
5461,TOTAL 2KG مشوطة,3,90,0,,270,0
5462,SHIJING 120-PRO ديسكو احمر,10,95,0,,950,0
5463,NORTON CLIPPER 400 BETTON ديسكو منشار,2,1238.03,0,,2476.06,0
5464,NORTON CLIPPER 300 BETTON ديسكو منشار,1,930.5,0,,930.5,0
5465,NORTON CLIPPER 500 BETTON  ديسكو منشار ازرق,1,0,0,,0,0
5466,,0,1350,0,,0,0
5467,VELAR نظارات الحماية ممتازة,358,6.5,0,,2327,0
5468,VELAR نظارات الحماية عادية,361,3.3,0,,1191.3,0
5469,ECO ACRILEX FONDO K011004 14L,0,1245.73,0,,0,0
5470,PISTOLI PEINTURE فردي صباغة,4,235,0,,940,0
5471,ASSIST TOOLS PLAT مكدي,100,21.8,0,,2180,0
5472,متر زفت 3 ملم رطب,0,35.5,0,,0,0
5473,TONAL 4*40 (1PCS) مسمار خشب (200pcs),8000,0.06,0,,480,0
5474,TONAL 5*50 (1PCS) مسمار خشب (200pcs),4000,0.12,0,,480,0
5475,TONAL 4*16  (1PCS) ريماتشي (500pcs),10800,0.05,0,,540,0
5476,TONAL 3*20 (1PCS) مسمار خشب (200pcs),10800,0.03,0,,324,0
5477,TONAL 5*40 (1PCS) مسمار خشب (200pcs),8000,0.1,0,,800,0
5478,TONAL 4*50 (1PCS) مسمار خشب (200pcs),8000,0.08,0,,640,0
5479,TONAL 4*20 (1PCS) مسمار خشب (200pcs),8000,0.04,0,,320,0
5480,TONAL 4*30 (1PCS) مسمار خشب (200pcs),8000,0.05,0,,400,0
5481,TONAL 3.5*30 (1PCS) مسمار خشب (200pcs),10600,0.04,0,,424,0
5482,YUNHUAN 32mm قفل,240,4.5,0,,1080,0
5483,YUNHUAN 75mm قفل,58,15,0,,870,0
5484,fiche led,98,6,0,,588,0
5485,TONAL 4*40 مسمار خشب (1pcs)(5473),0,0.06,0,,0,0
5486,TONAL 4*40 مسمار خشب (1pcs)(5474),0,0.12,0,,0,0
5487,INGELEC 3P بريز,14,22,0,,308,0
5488,TONAL 4*16 ريماتشي (1pcs)(5475),0,0.05,0,,0,0
5489,TONAL 3*20 مسمار خشب (1pcs)(5476),0,0.03,0,,0,0
5490,TONAL 5*40 مسمار خشب (1pcs)(5477),0,0.1,0,,0,0
5491,TONAL 4*50 مسمار خشب (1pcs)(5478),0,0.08,0,,0,0
5492,TONAL 4*20 مسمار خشب (1pcs)(5479),0,0.04,0,,0,0
5493,TONAL 4*30 مسمار خشب (1pcs)(5480),0,0.05,0,,0,0
5494,TONAL 3.5*30 مسمار خشب (1pcs)(5481),0,0.04,0,,0,0
5495,Prise control immergee 0.5HP Twp57301,1,150,0,,150,0
5496,TOTAL صيصابة نجمة,3,40,0,,120,0
5497,,0,58,0,,0,0
5498,,0,90,0,,0,0
5499,ZORRO FIX 100mm شكونش لومبلاج,710,6,0,,4260,0
5500,BOSCH 12*210mm بروكة بيطون (2608706913),18,32.92,0,,592.5600000000001,0
5501,ATLAS NOIR ARDOIS 5KG,3,125,0,,375,0
5502,ATLAS LEADER MAT 5KG اطلس ليدر ماط,3,125,0,,375,0
5504,1كيلو دغدوغ,0,30,0,,0,0
5505,2كيلو دغدوغ,0,30,0,,0,0
5506,متر جوان 12 ازرق,0,0.7,0,,0,0
5507,متر جوان 10 ازرق,0,0.7,0,,0,0
5508,ECO ACRILEX FONDO K1001 14L,0,1220.93,0,,0,0
5509,ECO ACRILEX FONDO S030006 14L,0,1224.3,0,,0,0
5510,بكيط 100PCS SIMPLE MONOCAPA 4MM,1,4.5,0,,4.5,0
5511,ARMANO 41 سباط متوسط,9,205,0,,1845,0
5512,ARMANO 42 سباط متوسط,13,205,0,,2665,0
5513,ARMANO 43 سباط متوسط,10,205,0,,2050,0
5514,ARMANO 41 سباط ممتاز,0,240,0,,0,0
5515,ARMANO 42 سباط ممتاز,19,240,0,,4560,0
5516,ARMANO 40 سباط عادي,10,150,0,,1500,0
5517,ARMANO 41 سباط عادي,18,150,0,,2700,0
5518,ARMANO 42 سباط عادي,20,150,0,,3000,0
5519,ARMANO 44 سباط عادي,30,150,0,,4500,0
5520,ARMANO 45 سباط عادي,10,160,0,,1600,0
5521,ARMANO 43 سباط ممتاز,10,240,0,,2400,0
5522,7mm 100 pcs بكيط سامبل,881,4.5,0,,3964.5,0
5523,INGCO SOUFFLEUR 650W سوفلور,7,209.25,0,,1464.75,0
5524,INGCO 1500W 32mm+5 access ديكاجور + هيلتي,7,824.25,0,,5769.75,0
5525,INGCO POSTE SODOUR 200Aبوسط سودور,2,1192.5,0,,2385,0
5526,SIMON BLANC-24 CADRE 4,0,15.05,0,,0,0
5527,SIMON BLANC-24 CADRE 3,0,12.25,0,,0,0
5528,SIMON BLANC-24 CADRE 2,0,6.95,0,,0,0
5529,SIMON BLANC-24 CADRE 1,0,3.15,0,,0,0
5530,LAP SOURNIER SUR RAI 1,0,19,0,,0,0
5531,SIMON BLANC-24 VARIATEUR,0,152.87,0,,0,0
5532,SIMON BLANC-24 ساروت ريدو,0,56.78,0,,0,0
5533,SIMON BLANC-24 PREMETATEUR,0,37.33,0,,0,0
5534,SIMON BLANC-24 DOUBLE VA ET VIEN,0,32.64,0,,0,0
5535,SIMON BLANC-24 SIMPLE VA ET VIEN,0,15.76,0,,0,0
5536,SIMON BLANC-24 SIMPLE ALLUMAE,0,11.14,0,,0,0
5537,SIMON BLANC-24 SORT FILE,0,15.43,0,,0,0
5538,SIMON BLANC-24 PRISE DE COURRANT +T,0,25.94,0,,0,0
5539,SIMON BLANC-24 DOUBLE ALLUMAGE,0,8.98,0,,0,0
5540,SIMON BLANC-24 BOUTON POSSOIRE,0,26.47,0,,0,0
5541,HAGER FESIBLE 25A,0,27.72,0,,0,0
5542,HAGER FESIBLE 16A,0,27.72,0,,0,0
5543,HAGER FESIBLE 10A,0,27.72,0,,0,0
5544,DEJENCTEUR + 4FILL +30A,0,1290,0,,0,0
